time_of_day,steps,temperature,wind_speed,genre/mood,music
Afternoon,15471,10.6,12.2,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,15674,19.5,4.8,Chill,Shape of You - Ed Sheeran
Evening,4573,9.9,7.2,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,15256,37.6,21.6,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,15972,13.9,11.3,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,4451,3.9,25.0,Pop,Levitating - Dua Lipa
Night,18520,18.3,18.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,6607,15.3,10.8,Rock,Someone Like You - Adele
Morning,3821,3.6,23.8,Chill,Tajdar-e-Haram - Atif Aslam
Afternoon,16648,10.0,8.3,Rock,Tum Hi Ho - Arijit Singh
Night,10076,32.6,27.8,Pop,Blinding Lights - The Weeknd
Night,18479,0.5,14.7,Hip-Hop,Tum Hi Ho - Arijit Singh
Night,10970,8.4,12.4,Classical,Kesariya - Arijit Singh
Morning,9178,16.6,12.8,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,7877,27.0,13.3,Jazz,Someone Like You - Adele
Night,11963,3.2,6.7,Jazz,Shape of You - Ed Sheeran
Morning,6108,27.4,6.6,Jazz,Drivers License - Olivia Rodrigo
Night,9860,15.4,10.2,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Night,7942,21.2,0.3,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,2383,2.4,13.2,Pop,Levitating - Dua Lipa
Night,18233,2.5,14.1,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,2191,7.5,14.2,Classical,Someone Like You - Adele
Morning,9503,32.4,24.3,Hip-Hop,Kesariya - Arijit Singh
Night,6585,30.9,11.7,Rock,Channa Mereya - Arijit Singh
Morning,4216,8.0,24.7,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Morning,3741,21.9,12.2,Rock,Levitating - Dua Lipa
Evening,7385,18.6,1.2,Classical,Apna Bana Le - Arijit Singh
Night,6576,9.4,9.2,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,18537,32.6,12.9,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,10392,21.0,16.4,Pop,Tum Hi Ho - Arijit Singh
Morning,1814,12.8,8.0,Hip-Hop,Apna Bana Le - Arijit Singh
Morning,1977,26.2,10.3,Classical,Someone Like You - Adele
Morning,2165,39.3,14.0,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,10957,23.2,16.5,Hip-Hop,Levitating - Dua Lipa
Night,8105,30.1,14.9,Hip-Hop,Tum Hi Ho - Arijit Singh
Evening,8713,10.1,16.9,Pop,Drivers License - Olivia Rodrigo
Afternoon,19224,39.1,24.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,3817,19.5,16.2,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,12528,14.0,27.1,Classical,Aadat - Jal Band
Evening,13114,6.7,29.7,Chill,Levitating - Dua Lipa
Morning,19249,23.3,16.0,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,8067,6.9,25.8,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,12187,3.6,0.3,Jazz,Aadat - Jal Band
Afternoon,8034,24.1,22.9,Chill,Blinding Lights - The Weeknd
Night,6208,30.8,15.0,Hip-Hop,Aadat - Jal Band
Afternoon,13994,3.6,6.3,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,15108,36.8,13.2,Jazz,Tajdar-e-Haram - Atif Aslam
Night,7093,5.4,22.6,Hip-Hop,Aadat - Jal Band
Afternoon,10554,20.7,5.1,Hip-Hop,Kesariya - Arijit Singh
Evening,6259,37.4,3.6,Pop,Levitating - Dua Lipa
Afternoon,15654,8.0,25.6,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,17560,33.3,2.0,Hip-Hop,Drivers License - Olivia Rodrigo
Night,17555,13.7,21.0,Classical,Channa Mereya - Arijit Singh
Night,18966,11.3,2.3,Jazz,Tajdar-e-Haram - Atif Aslam
Evening,15567,9.9,12.4,Chill,Shape of You - Ed Sheeran
Night,8903,5.7,6.4,Jazz,Aadat - Jal Band
Morning,19979,24.4,12.8,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,10593,28.3,7.9,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,1788,39.3,0.1,Chill,Drivers License - Olivia Rodrigo
Afternoon,7828,30.2,0.6,Chill,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,12996,29.7,13.9,Classical,Apna Bana Le - Arijit Singh
Night,19720,23.3,1.3,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Night,8684,0.9,9.5,Pop,Tum Hi Ho - Arijit Singh
Afternoon,15473,27.4,7.1,Classical,Tum Hi Ho - Arijit Singh
Afternoon,2893,19.5,22.1,Pop,Apna Bana Le - Arijit Singh
Night,19044,21.2,27.6,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,13960,18.0,26.8,Jazz,Shape of You - Ed Sheeran
Afternoon,16279,16.6,24.5,Pop,Channa Mereya - Arijit Singh
Afternoon,6904,7.7,7.5,Classical,Blinding Lights - The Weeknd
Night,12099,5.1,14.5,Hip-Hop,Tum Hi Ho - Arijit Singh
Morning,1356,19.2,10.1,Pop,Levitating - Dua Lipa
Night,1232,17.2,14.1,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,15720,39.0,20.4,Chill,Shape of You - Ed Sheeran
Morning,18399,14.2,23.3,Jazz,Blinding Lights - The Weeknd
Morning,10698,23.6,25.9,Classical,Drivers License - Olivia Rodrigo
Afternoon,9809,17.1,24.5,Jazz,Aadat - Jal Band
Afternoon,7183,29.2,16.6,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,2942,8.1,20.7,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,2177,10.0,5.0,Pop,Shape of You - Ed Sheeran
Morning,7609,5.0,16.1,Hip-Hop,Someone Like You - Adele
Evening,16946,32.5,7.2,Rock,Someone Like You - Adele
Morning,9872,37.4,3.2,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,18984,16.1,13.6,Jazz,Tum Hi Ho - Arijit Singh
Morning,12697,26.3,22.1,Jazz,Blinding Lights - The Weeknd
Morning,10927,8.4,17.3,Classical,Aadat - Jal Band
Morning,17950,14.2,25.3,Classical,Apna Bana Le - Arijit Singh
Evening,14615,39.3,15.2,Pop,Drivers License - Olivia Rodrigo
Afternoon,10821,38.6,5.2,Hip-Hop,Someone Like You - Adele
Morning,16237,2.4,11.6,Pop,Channa Mereya - Arijit Singh
Night,18691,15.7,12.1,Chill,Channa Mereya - Arijit Singh
Afternoon,16897,27.8,23.5,Jazz,Tajdar-e-Haram - Atif Aslam
Night,5069,14.1,5.6,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Night,9717,15.1,6.8,Pop,Kesariya - Arijit Singh
Morning,10994,24.1,23.1,Classical,Shape of You - Ed Sheeran
Afternoon,9336,17.9,13.0,Jazz,Channa Mereya - Arijit Singh
Morning,15746,36.1,28.1,Classical,Channa Mereya - Arijit Singh
Afternoon,12777,12.1,10.0,Classical,Someone Like You - Adele
Morning,16406,20.9,12.1,Rock,Drivers License - Olivia Rodrigo
Morning,9825,13.8,5.7,Chill,Tajdar-e-Haram - Atif Aslam
Evening,3648,22.7,20.1,Pop,Drivers License - Olivia Rodrigo
Afternoon,6487,24.5,10.3,Chill,Levitating - Dua Lipa
Afternoon,9036,18.9,6.3,Rock,Shape of You - Ed Sheeran
Night,14744,10.1,0.6,Chill,Tajdar-e-Haram - Atif Aslam
Night,6016,24.9,10.4,Rock,Tera Ban Jaunga - Akhil Sachdeva
Evening,1166,38.1,9.9,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,14926,30.9,5.4,Rock,Levitating - Dua Lipa
Morning,11985,2.6,12.3,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,1970,30.9,8.0,Jazz,Apna Bana Le - Arijit Singh
Afternoon,2716,39.3,1.6,Chill,Kesariya - Arijit Singh
Afternoon,15546,19.6,24.7,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Morning,17354,34.2,6.9,Pop,Someone Like You - Adele
Morning,9667,1.7,16.6,Chill,Tajdar-e-Haram - Atif Aslam
Night,4615,33.1,1.3,Jazz,Shape of You - Ed Sheeran
Afternoon,9910,24.7,24.4,Chill,Tajdar-e-Haram - Atif Aslam
Morning,2232,4.5,20.3,Jazz,Apna Bana Le - Arijit Singh
Afternoon,4813,13.6,0.9,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,6559,3.6,19.4,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,11115,6.0,29.1,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,3762,5.2,7.6,Pop,Tajdar-e-Haram - Atif Aslam
Morning,5336,37.3,12.2,Pop,Drivers License - Olivia Rodrigo
Afternoon,8356,38.7,18.1,Classical,Aadat - Jal Band
Evening,18383,23.4,29.1,Classical,Blinding Lights - The Weeknd
Afternoon,19209,34.3,5.0,Rock,Channa Mereya - Arijit Singh
Evening,13285,25.8,11.6,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,12959,25.0,24.5,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,12160,22.7,25.1,Pop,Shape of You - Ed Sheeran
Evening,10244,15.3,2.5,Jazz,Shape of You - Ed Sheeran
Morning,10350,25.6,5.2,Pop,Blinding Lights - The Weeknd
Evening,17998,0.9,6.2,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,7962,21.5,5.1,Pop,Channa Mereya - Arijit Singh
Morning,4679,21.0,17.0,Rock,Shape of You - Ed Sheeran
Afternoon,9912,21.8,22.2,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,5565,36.1,3.1,Hip-Hop,Someone Like You - Adele
Morning,18011,27.8,3.6,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,9416,4.9,24.5,Rock,Kesariya - Arijit Singh
Night,5994,25.1,14.7,Rock,Apna Bana Le - Arijit Singh
Afternoon,18075,32.1,7.0,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,2698,2.0,2.7,Classical,Tera Ban Jaunga - Akhil Sachdeva
Evening,2701,15.3,14.2,Jazz,Levitating - Dua Lipa
Night,9694,39.1,4.3,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,19321,30.4,19.9,Rock,Apna Bana Le - Arijit Singh
Morning,14162,21.3,3.5,Jazz,Blinding Lights - The Weeknd
Night,17801,31.0,1.3,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,18264,12.2,19.8,Classical,Drivers License - Olivia Rodrigo
Evening,18365,37.0,27.2,Classical,Tera Ban Jaunga - Akhil Sachdeva
Evening,16656,37.2,18.7,Rock,Someone Like You - Adele
Evening,11348,2.2,1.4,Rock,Apna Bana Le - Arijit Singh
Morning,10707,2.3,16.0,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,11759,18.0,25.1,Rock,Kesariya - Arijit Singh
Afternoon,10588,33.2,16.9,Classical,Tajdar-e-Haram - Atif Aslam
Evening,8124,10.6,12.7,Chill,Channa Mereya - Arijit Singh
Afternoon,18493,28.8,29.0,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,14174,19.4,24.5,Hip-Hop,Shape of You - Ed Sheeran
Afternoon,9469,34.4,11.1,Jazz,Tajdar-e-Haram - Atif Aslam
Night,18873,18.4,29.8,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,4553,8.7,29.5,Classical,Shape of You - Ed Sheeran
Morning,7665,1.2,4.9,Classical,Blinding Lights - The Weeknd
Night,14954,28.3,7.1,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,1148,17.0,2.1,Classical,Aadat - Jal Band
Afternoon,18196,17.3,17.2,Pop,Aadat - Jal Band
Night,9478,30.6,26.1,Classical,Levitating - Dua Lipa
Night,8725,31.1,1.0,Hip-Hop,Levitating - Dua Lipa
Morning,15023,31.7,27.7,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,11271,8.1,5.6,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,6816,1.9,27.7,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,7687,17.3,5.9,Hip-Hop,Tum Hi Ho - Arijit Singh
Morning,9066,13.6,22.3,Classical,Kesariya - Arijit Singh
Evening,9683,18.8,17.0,Classical,Drivers License - Olivia Rodrigo
Night,7540,31.3,12.3,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,6629,28.5,3.3,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,6692,18.7,14.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,15799,16.7,14.5,Chill,Someone Like You - Adele
Night,15371,6.4,25.4,Classical,Drivers License - Olivia Rodrigo
Afternoon,6353,5.1,24.9,Pop,Shape of You - Ed Sheeran
Night,10713,39.3,28.8,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,12670,13.9,12.4,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,17171,21.7,1.3,Pop,Drivers License - Olivia Rodrigo
Morning,19429,2.8,3.5,Pop,Tum Hi Ho - Arijit Singh
Evening,18883,5.8,29.7,Hip-Hop,Someone Like You - Adele
Evening,6703,30.2,25.7,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,13928,21.1,4.5,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,10735,9.7,23.1,Chill,Tum Hi Ho - Arijit Singh
Afternoon,15129,12.0,2.2,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,12649,17.0,23.7,Classical,Apna Bana Le - Arijit Singh
Evening,2357,5.7,6.5,Jazz,Tum Hi Ho - Arijit Singh
Night,11248,26.8,26.4,Chill,Aadat - Jal Band
Afternoon,7838,36.5,23.3,Pop,Kesariya - Arijit Singh
Night,3160,27.7,1.3,Classical,Aadat - Jal Band
Afternoon,14329,18.4,14.3,Chill,Blinding Lights - The Weeknd
Morning,17825,9.4,4.2,Classical,Drivers License - Olivia Rodrigo
Morning,2077,17.3,1.2,Hip-Hop,Apna Bana Le - Arijit Singh
Morning,16936,12.4,1.6,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,8208,11.1,14.4,Jazz,Blinding Lights - The Weeknd
Night,11273,8.9,0.4,Jazz,Levitating - Dua Lipa
Afternoon,5922,27.5,12.5,Rock,Drivers License - Olivia Rodrigo
Morning,12736,31.7,16.2,Rock,Tera Ban Jaunga - Akhil Sachdeva
Evening,10274,32.1,20.2,Pop,Apna Bana Le - Arijit Singh
Night,11484,22.3,16.1,Chill,Tajdar-e-Haram - Atif Aslam
Evening,18967,6.3,26.9,Chill,Tera Ban Jaunga - Akhil Sachdeva
Evening,8710,18.9,25.6,Jazz,Shape of You - Ed Sheeran
Afternoon,10727,28.3,10.2,Hip-Hop,Aadat - Jal Band
Morning,15631,32.2,25.9,Rock,Kesariya - Arijit Singh
Morning,3473,14.8,11.6,Rock,Kesariya - Arijit Singh
Night,10288,27.1,5.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,4285,5.6,14.8,Classical,Aadat - Jal Band
Evening,9052,6.0,27.8,Rock,Apna Bana Le - Arijit Singh
Morning,8789,11.0,21.3,Pop,Someone Like You - Adele
Morning,3107,11.8,14.2,Classical,Drivers License - Olivia Rodrigo
Night,11546,34.3,10.6,Rock,Kesariya - Arijit Singh
Night,5682,1.1,18.1,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,1622,14.0,13.8,Classical,Blinding Lights - The Weeknd
Night,8653,32.5,14.5,Classical,Kesariya - Arijit Singh
Morning,6264,1.5,6.4,Hip-Hop,Someone Like You - Adele
Morning,19840,27.8,29.8,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,5805,34.2,19.0,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,6807,19.3,18.2,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,14103,13.7,24.4,Pop,Drivers License - Olivia Rodrigo
Night,11355,27.0,10.6,Chill,Tum Hi Ho - Arijit Singh
Night,17538,5.8,4.6,Rock,Blinding Lights - The Weeknd
Morning,16923,34.7,25.0,Chill,Channa Mereya - Arijit Singh
Afternoon,13266,28.2,0.6,Chill,Aadat - Jal Band
Night,6929,27.8,17.5,Chill,Drivers License - Olivia Rodrigo
Morning,14820,9.7,23.8,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,19134,14.1,14.1,Classical,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,14920,11.3,6.3,Jazz,Levitating - Dua Lipa
Evening,6851,34.0,24.6,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Evening,6918,36.1,16.6,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,18720,33.0,0.4,Classical,Aadat - Jal Band
Afternoon,18167,22.2,2.6,Classical,Tum Hi Ho - Arijit Singh
Night,18929,15.2,14.7,Jazz,Aadat - Jal Band
Afternoon,11047,7.3,4.5,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Evening,12039,4.4,8.4,Chill,Tum Hi Ho - Arijit Singh
Evening,17493,34.7,10.7,Pop,Channa Mereya - Arijit Singh
Afternoon,18170,18.8,2.9,Jazz,Shape of You - Ed Sheeran
Morning,5979,5.4,17.2,Rock,Apna Bana Le - Arijit Singh
Morning,3818,36.6,7.0,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,4472,32.9,14.3,Hip-Hop,Tum Hi Ho - Arijit Singh
Night,7139,11.8,15.1,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Night,16694,17.1,10.6,Classical,Channa Mereya - Arijit Singh
Night,3336,9.6,1.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,6001,9.5,17.9,Rock,Drivers License - Olivia Rodrigo
Morning,10184,28.4,8.1,Rock,Tajdar-e-Haram - Atif Aslam
Morning,3993,10.1,7.2,Chill,Tum Hi Ho - Arijit Singh
Morning,4851,34.2,17.9,Rock,Apna Bana Le - Arijit Singh
Evening,14617,36.4,21.7,Jazz,Tajdar-e-Haram - Atif Aslam
Afternoon,16756,23.2,21.5,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,17547,18.8,8.9,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Morning,3860,19.4,18.8,Pop,Blinding Lights - The Weeknd
Evening,13172,10.3,10.0,Chill,Drivers License - Olivia Rodrigo
Evening,19031,12.3,14.4,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,15765,31.2,21.7,Classical,Tum Hi Ho - Arijit Singh
Night,12712,16.3,2.8,Hip-Hop,Channa Mereya - Arijit Singh
Night,3340,14.1,24.4,Jazz,Tum Hi Ho - Arijit Singh
Night,4613,11.5,1.8,Jazz,Blinding Lights - The Weeknd
Morning,3350,22.3,0.0,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,14508,38.7,27.7,Pop,Blinding Lights - The Weeknd
Morning,10118,26.3,18.8,Classical,Aadat - Jal Band
Night,6307,10.6,26.0,Chill,Someone Like You - Adele
Morning,1364,13.5,25.7,Pop,Channa Mereya - Arijit Singh
Night,9803,36.6,22.6,Jazz,Tajdar-e-Haram - Atif Aslam
Morning,11246,36.0,13.8,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,1421,22.6,11.5,Classical,Drivers License - Olivia Rodrigo
Evening,17856,15.2,12.1,Chill,Kesariya - Arijit Singh
Evening,1806,15.1,27.4,Classical,Kesariya - Arijit Singh
Morning,9289,15.6,29.2,Classical,Someone Like You - Adele
Morning,19018,3.9,3.2,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,7545,26.9,15.7,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,3436,10.3,20.1,Classical,Levitating - Dua Lipa
Morning,18690,7.6,7.0,Jazz,Tum Hi Ho - Arijit Singh
Morning,8965,27.9,2.1,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,3120,31.3,14.8,Jazz,Blinding Lights - The Weeknd
Night,15147,4.7,10.9,Jazz,Levitating - Dua Lipa
Morning,9666,12.9,12.8,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,4910,29.2,15.9,Jazz,Apna Bana Le - Arijit Singh
Morning,13014,25.7,26.0,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Morning,4035,24.5,25.0,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,6794,29.1,19.1,Hip-Hop,Levitating - Dua Lipa
Afternoon,16519,35.6,25.9,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,7965,20.4,27.7,Rock,Shape of You - Ed Sheeran
Morning,12281,21.4,11.0,Rock,Someone Like You - Adele
Afternoon,14842,32.6,24.7,Chill,Kesariya - Arijit Singh
Night,4785,27.1,8.2,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,10868,35.1,17.6,Rock,Shape of You - Ed Sheeran
Morning,14248,11.7,11.0,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,15996,7.8,18.5,Jazz,Kesariya - Arijit Singh
Morning,18717,14.2,15.8,Jazz,Someone Like You - Adele
Afternoon,8300,16.3,22.3,Jazz,Channa Mereya - Arijit Singh
Evening,11351,7.3,5.1,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,8774,37.5,16.6,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,3534,22.7,28.8,Rock,Channa Mereya - Arijit Singh
Afternoon,19987,14.7,4.4,Chill,Tum Hi Ho - Arijit Singh
Afternoon,10745,37.7,22.4,Pop,Blinding Lights - The Weeknd
Afternoon,3718,20.0,10.6,Jazz,Tum Hi Ho - Arijit Singh
Night,6238,25.3,12.8,Jazz,Apna Bana Le - Arijit Singh
Night,15633,14.6,20.9,Jazz,Levitating - Dua Lipa
Night,3615,15.7,23.3,Rock,Kesariya - Arijit Singh
Afternoon,11073,17.1,5.5,Pop,Drivers License - Olivia Rodrigo
Night,6194,32.9,19.6,Pop,Aadat - Jal Band
Night,17874,19.5,20.0,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,18945,7.3,1.2,Pop,Blinding Lights - The Weeknd
Morning,13437,27.6,23.3,Hip-Hop,Blinding Lights - The Weeknd
Evening,15800,5.0,1.0,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,8450,30.1,27.2,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,19729,35.2,21.1,Classical,Shape of You - Ed Sheeran
Morning,3552,21.3,11.4,Jazz,Levitating - Dua Lipa
Night,12576,20.6,20.3,Chill,Shape of You - Ed Sheeran
Evening,18150,21.8,27.6,Chill,Tera Ban Jaunga - Akhil Sachdeva
Night,1478,24.5,5.2,Chill,Blinding Lights - The Weeknd
Afternoon,7476,19.2,4.4,Jazz,Levitating - Dua Lipa
Afternoon,10787,7.1,0.1,Jazz,Drivers License - Olivia Rodrigo
Afternoon,3349,31.1,18.3,Jazz,Tum Hi Ho - Arijit Singh
Evening,7086,3.7,26.3,Rock,Kesariya - Arijit Singh
Morning,13437,9.7,28.4,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,14148,23.7,24.1,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,8299,16.7,17.9,Pop,Blinding Lights - The Weeknd
Morning,9888,16.1,9.6,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,9515,10.7,20.4,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Night,8234,30.8,6.7,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,11714,18.4,29.7,Hip-Hop,Channa Mereya - Arijit Singh
Evening,11374,29.1,0.3,Pop,Apna Bana Le - Arijit Singh
Evening,15467,1.7,4.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,12753,38.5,10.4,Jazz,Apna Bana Le - Arijit Singh
Night,14685,17.4,10.2,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Morning,4731,14.4,12.3,Hip-Hop,Channa Mereya - Arijit Singh
Morning,16041,16.0,17.7,Rock,Kesariya - Arijit Singh
Night,4224,34.4,11.6,Chill,Apna Bana Le - Arijit Singh
Afternoon,19278,2.7,14.4,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,15695,15.8,18.0,Rock,Drivers License - Olivia Rodrigo
Morning,11836,21.3,28.7,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,4832,13.6,22.3,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,19011,27.8,7.3,Chill,Drivers License - Olivia Rodrigo
Afternoon,16151,37.3,29.7,Hip-Hop,Aadat - Jal Band
Morning,5353,1.2,10.5,Chill,Channa Mereya - Arijit Singh
Afternoon,14941,8.3,12.3,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,18347,29.9,25.5,Jazz,Someone Like You - Adele
Afternoon,5220,4.3,21.6,Classical,Drivers License - Olivia Rodrigo
Evening,11900,35.9,22.7,Pop,Tajdar-e-Haram - Atif Aslam
Evening,10782,34.5,24.0,Rock,Channa Mereya - Arijit Singh
Afternoon,7246,17.0,14.3,Hip-Hop,Someone Like You - Adele
Night,3841,15.8,6.1,Chill,Someone Like You - Adele
Night,4948,33.4,12.7,Hip-Hop,Aadat - Jal Band
Evening,11479,33.1,20.9,Classical,Someone Like You - Adele
Afternoon,9245,24.9,1.9,Classical,Aadat - Jal Band
Night,7723,17.2,4.3,Chill,Apna Bana Le - Arijit Singh
Evening,5961,36.6,28.7,Pop,Blinding Lights - The Weeknd
Afternoon,19350,16.5,14.9,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,17151,31.6,8.2,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,11024,38.5,18.5,Classical,Kesariya - Arijit Singh
Morning,10454,39.9,12.8,Hip-Hop,Apna Bana Le - Arijit Singh
Night,17929,27.2,25.1,Classical,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,14151,18.8,26.8,Hip-Hop,Kesariya - Arijit Singh
Morning,3397,10.8,16.2,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,14378,31.5,15.6,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,11924,32.9,21.0,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,11459,37.3,21.6,Pop,Levitating - Dua Lipa
Evening,13366,0.6,11.2,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,2717,39.6,5.3,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,15901,20.4,7.0,Pop,Shape of You - Ed Sheeran
Morning,8235,17.4,19.9,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,18617,7.6,10.5,Classical,Tum Hi Ho - Arijit Singh
Afternoon,1013,9.7,5.1,Chill,Tera Ban Jaunga - Akhil Sachdeva
Evening,17687,17.0,19.7,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,1591,9.1,26.9,Pop,Aadat - Jal Band
Morning,16258,17.4,18.5,Jazz,Someone Like You - Adele
